STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,5/31/1970,,65,46
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/1/1970,,72,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/2/1970,,67,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/3/1970,,72,41
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/4/1970,,64,46
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/5/1970,,69,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/6/1970,,75,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/7/1970,,79,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/8/1970,,81,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/9/1970,,73,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/10/1970,,71,53
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/11/1970,,77,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/12/1970,,80,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/13/1970,,79,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/14/1970,,78,52
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/15/1970,,79,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/16/1970,,78,55
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/17/1970,,79,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/18/1970,,69,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/19/1970,,68,55
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/20/1970,,72,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/21/1970,,81,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/22/1970,,83,61
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/23/1970,,80,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/24/1970,,76,56
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,6/25/1970,,78,60
